name,rating,review
Nguyễn Lâm,5,"Sản phẩm đẹp,dùng ổn định không trục trặc gì cả"
Ngọc Bích,5,Mình hài lòng với chất lượng của sản phẩm và dịch vụ hỗ trợ của chi nhánh 246 đỗ xuân hợp
 My Nguyễn,5,"Thiết kế đẹp mắt, nhẹ nhàng"
 NGUYỆT TRẦN THỊ ÁNH,5,"tính năng Sạc nhanh 33W, nạp đầy năng lượng trong chớp mắt"
 Mã Vĩnh Phát,5,"ram 8gb tốc độ máy cực nhanh, lướt các tác vụ không thấy độ trễ luôn"
 Trần Minh Trí,5,Luôn luôn tỏa sáng dù ngày hay đêm
 Anh Công,5,"Hiệu năng quá tốt trong tầm giá, sử dụng bền"
 Ngô Công,5,"Sản phẩm được hỗ trợ trả góp nhanh, thủ tục đơn giản"
 Nguyễn Hoàng Thiên Thanh,5," trọng lượng nhẹ dễ dàng cầm nắm, sạc pin nhanh, giao diện đẹp"
Thế Anh ,5,"Hiện tại máy dùng mượt, như mô tả, nói chung rất là ôkeela"
 Nguyễn Thị Minh Nguyệt,5,chính sách bảo hành máy tốt
Bùi Bích Diễm,5,"Điện thoại mẫu mã đẹp, chụp ảnh, quay video xin xò"
Quang Long,5,Mượt. Đẹp. Màn hình trong veo. Hiển thị rất đẹp.
Tuyết Ngân,5,Màn hình chất lượng đỉnh cao khiến mọi thứ đều hấp dẫn hơn
Hoàng Lê Tuyết,5,"Điện thoại chụp ảnh đẹp, quay video chuyên nghiệp xịn sò"
Trung Khánh,5,"Màn hình sáng, loa to, pin khỏe, mượt. Ưng cái bụng"
Minh Tâm,5,Máy đẹp chup hinh đẹp mượt mà mua khoảng 1 tuần rồi thấy rất ok pin trâu giá cả hợp lý
Lê Ngọc Hà,5,"cấu hình cực khủng với chip Snapdragon 778G và ram 8Gb, máy gần như chưa có đối thủ trong tầm giá"
Nhã Thanh,5,"lướt mượt nhanh, hình ảnh tự nhiên rõ nét, camera ấn tượng, bảo hành dài hạn"
 Phạm Ngọc Hân,5,Máy hiệu năng khá ổn trong tầm giá kèm theo màu sắc trả trung cá tính rất thoải mái lựa chọn
Tú Linh,5,"Mua online nhân viên giao hàng rất nhanh chóng, hàng bóc seal và kiểm tra tại nhà, hoàn toàn hài lòng về sản phẩm và chất lượng phục vụ của fptshop."
Ngô Anh Quân,5,"Điện thoại cảm ứng mượt, dùng chơi game rất thích"
Trịnh Hà Lan,5,"Điện thoại mỏng nhẹ, chụp ảnh siêu đẹp"
Dương Thị Thủy,5,"thiết kế đẹp mắt, camera độc đáo, hình ảnh tự nhiên rõ nét, âm thanh chất lượng"
Bùi Thêm,5,"Chụp ảnh ảo ma ca na đa , lướt mượt nhanh. "
 minh nhật,5,"Hiệu năng máy ổn định cực kì, khung viền sản phẩm hoàn thiện cực tốt cảm giác cầm nắm sướng lắm. Giao hàng nhanh. Hôm qua mình vừa đặt hôm nay hàng đã về tay. Đã mua lần 2 của Shop rất ưng ý.
"
Nguyễn Tú Trinh,5,"Điện thoại đẹp, mỏng nhẹ, màn hình cảm ứng mượt"
Trần Thi,5,"điện thoại mỏng nhẹ, camera ấn tượng, máy tốc độ nhanh, thao tác mượt mà"
Trần Vân Anh,5,"Thiết kế đẹp mắt, nhẹ nhàng, cảm ứng mượt, tốc độ nhanh"
Anh Tỏi,5,"màn hình hình ảnh chất lượng, màu sắc cá tính. Mua online nhân viên giao hàng nhanh chóng hàng đúng chất lượng. Fpt rất chuyên nghiệp và uy tín"
Phương Anh,5,Máy dùng tốt lắm chạy mượt chơi game mượt Sạc rất nhanh luôn á mọi người Nói chung rất oke
Tuấn Du,5,Máy ok. Tôi đã mua hàng ở đây. Nv vui vẻ nhiệt tình và rất giỏi chuyên môn. Htkt tốt
Hoàng Lâm,5,"Mình vừa mua, xài ok lắm nha. Đt trải nghiệm mượt mà. Luôn tin tưởng và ủng hộ fptshop"
Hoàng Tú,5,"Máy đẹp, cấu hình ổn trong tầm giá. Pin trâu, camera sáng, với lướt Zalo fb không thì khá là OK"
Quốc Trung,5,"ram 8gb tốc độ máy cực nhanh, lướt các tác vụ không thấy độ trễ luôn"
Trang Trần,5,"Uy tín, đẹp và mướt. 5 sao"
 Lê đức trình,5,"Sạc nhanh 33W, nạp đầy năng lượng trong chớp mắt"
 Phạm Thành Nam,5,"ống dẫn nhiệt thông minh mang đến khả năng tản nhiệt hiệu quả, cho máy luôn luôn mát mẻ."
 Triệu Quang Khoa,5,"Hình ảnh Dolby Vision, chân thực đến từng chi tiết"
Trần Đăng,5,"thiết kế hiện đại, màu sắc cá tính, màn hình âm thanh chất lượng, tính năng thông minh"
Lê Hoàng Đô,5,"điện thoại chất lượng, tốc độ màn hình mượt mà, màn hình hình ảnh chất lượng"
Đoàn Thế Phong,5,"Máy đẹp, bảo hành dài hạn"
 Đào Thị Hằng,5,"máy mượt, sắc nét , thiết kế tinh tế khá ưng mắt"
Minh Việt,5,"mình dùng thấy rất hài lòng luôn, máy cực khỏe, cân được hết game nặng"
Phi Dũng,5,"Máy hoàn hảo, thiết kế mỏng nhẹ, hiệu năng mượt mà, ram 8Gb chạy đa nhiệm cực mượt"
Minh Châu,5,Hàng đẹp chất lượng tốt với giá khuyến mãi hiện tại
Đạt Lê,5,Loa nghe nhạc bass ấm nghe sướng loa kép rõ to về thiết kế hơi hướng giống mấy con oppo
Dũng Du,5,Giá tầm trung mình thấy quá ngon .h chưa thấy lỗi đã mua đc 1 tháng Xiaomi làm thế này là tốt rồi
Lê văn tuyên,5,"Máy cấu hình ổn, màu sắc đẹp mắt, máy tản nhiệt tốt dùng nhiều cũng không nóng"
Hoàng Trang,5,"Máy chạy nhanh, thời lượng pin hợp lý so với nhu cầu sử dụng "
Trúc Xinh,5,Sạc rất nhanh. Máy dùng khá là mát không có hiện tượng quá nóng.
Lê Hà,5,thiết kế vuông vức nam tính. Camera chưa thực sự tốt.
 Chị Hường,5,"Máy hiệu năng tốt hoàn thiện cực đẹp luôn ấy. Sản phẩm ok mua được giá tốt. Có cái hộp hơi bị móp nhưng không sao. Ở nội thành 3 ngày là nhận rồi.
"
Khắc Huy,5,"Pin khỏe thật, mới đầu còn e ngại sau nhân viên tư vấn mình quyết định chọn e này ko uổng"
Mỹ Duyên,5,"Máy đẹp, chơi game ngon lành, cam chụp khá tốt, nhiều chế độ chụp"
Ngô Nam,5,Mua online nhân viên giao hàng nhanh chóng hàng đúng chất lượng. Fpt rất chuyên nghiệp và uy tín
Sơn Nguyễn,5,"máy gọn nhẹ, cảm ứng nhanh nhạy, chất lượng hình ảnh rõ nét, chụp ảnh đa chức năng"
Thảo Lê,5,"Sản phẩm này tôi mới mua cho người thân, pin cực kì trâu luôn, thiết kế đẹp"
Thuận Thành,5,"Chip mạnh, máy mượt, chơi game đỉnh cao luôn. Pin trâu, màu sắc đẹp, mỏng nhẹ."
Yen Binh,4,Máy chơi game mạnh hình ảnh đẹp. Chụp hình bình thường không quá xuất sắc
Phú Chu,4,"Xài mượt ngon lành. Pin ổn chứ ko trâu. Chủ yếu coi chứng khoán, fb, zalo, 1-2 trận liên quân"
Nhật,5,"Màu xanh lá cực bắt mắt, giá thành ổn, được bảo hành 18 tháng, hàng chính hãng"
Phan Văn Đức,5,"Chơi game ổn áp nhé, pin khỏe, cam chụp đẹp nữa, quá ngon trong tầm giá"
Việt Hoàng,5,mới đầu dùng hơi nóng máy tí nhưng vài ngày sau dùng k còn nóng máy nữa.
Đình Trọng,5,"Sử dụng tốt, nhanh, nhân viên tư vấn nhiệt tình,"
Truong Thi My Tran,5,"điện thoại dùng rất ok, màu sắc đẹp, màn hình mượt mà, hiệu năng mạnh mẽ, giải trí rất tốt"
Nguyễn Gia ,5,"Có thể kết nối 5G siêu tốc độ, có nhiều màu để lựa chọn, sản phẩm đang được giảm giá đến hết tháng nhanh tay nhanh tay."
 trần thanh tiên,5,"Hiệu năng máy cực tốt, màu còn trẻ trung năng động nữa. Các bạn nhân viên FPT Shop rất nhiệt tình tư vấn"
Thùy Linh,5,"Thiết kế mỏng, nhẹ, chụp ảnh nét căng"
Bảo Lộc,4,"Màng đẹp pin ok sạc khá nhanh giá hợp lý, chip hơi yếu so với tầm giá"
Nguyễn Thị Thu Hà,5,"máy đẹp, hiệu năng suất sắc"
Quốc Tín,4,"Snapdragon 778G mình thấy chiến game ngon và mượt lắm, có điểm trừ là pin không được trâu, nhưng bù lại có sạc nhanh"
Xuân Anh,5,"Cấu hình tốt, thiết kế thời trang."
Nguyễn Thị An Ninh,5,"Thiết kế siêu mỏng, đường nét tinh tế, mặt kính mờ sang trọng."
Nguyễn Thị Oanh,5,"điện thoại siêu mỏng nhẹ, sắc màu phong cách, tốc độ máy nhanh, sạc nhanh chóng"
 ĐỖ THỊ NHUNG,5,"Máy hiệu năng tốt, màu hồng cực kì xinh luôn, sờ máy sướng cực kỳ luôn"
Tiến Linh,5,"Mình dùng thấy bth mà nhỉ,nhận đc cũng 3 ngày rồi,pin OK,máy dùng lâu ko nóng,hình chụp đẹp ảo lòi luôn"
Minh Tú,4,"Chơi game cũng khá là ngon ,sạc thì siêu nhanh ,mới mua được một ngày nên cũng chưa có nhiều trải nghiệm lắm"
Nguyễn Ngọc Quang,5,"máy dùng rất ok, màn hình đẹp, cảm ứng mượt mà, chụp ảnh chất lượng, pin cực tốt"
Lương Xuân Huy,5,"Thiết kế tinh tế, chip Snapdragon 778G vô cùng mạnh mẽ trong phân khúc giá, camera cũng là điểm cộng cho máy"
Vạn Thắng,5,"Thủ tục trả góp lãi suất 0% bên fpt nhanh lắm, kết nối 5G siêu tốc độ, hỗ trợ 2 sim nữa thì tuyệt"
Hiếu Nguyễn,5,"Mình mua hồi khoảng 27-28 âm lịch cận Tết giá 8490k bên FPT Shop Đức Trọng vẫn hỗ trợ nhiệt tình trả góp online qua thẻ tín dụng và đem xuống tận nhà cho mình.
Sau nửa năm dùng mình thấy máy vẫn OK, màn hình đẹp, vân tay vẫn nhạy, loa vẫn hay, camera vẫn như lúc đầu không đẹp cũng không xấu, chip xịn mạnh nhất tầm trung rồi, nên chơi game mượt, quẩy bét nhè các loại game. Bộ nhớ trong 256GB mình lưu cả hơn nghìn bài .fac .wav nghe rất ổn, mua tai nghe bluetooth 5.3 tận dụng hết sức mạnh của chức năng bluetooth thấy rất mượt mà, tối ưu và không trễ như các đời 5.1 hay 5.0, chơi game không trễ tiếng.
Nói chung là rất hài lòng!"
Lê Thị Hồng Mai,5,"thiết kế siêu mỏng nhẹ, màn hình rõ nét, màu sắc đẹp ấn tượng, pin trâu"
quốc tuấn,5,"Hình ảnh Dolby Vision, chân thực đến từng chi tiết, rất hài lòng về sản phẩm"
Chung Miên,5,"Thủ tục mua hàng qua online cực nhanh, các bạn tư vấn nhiệt tình, giao hàng nhanh chóng"
Bùi tiến dũng,5,"máy màu trắng siêu lạ, mỏng nhẹ, pin dùng được rất lâu, nhân viên tư vấn nhiệt tình"
 Lê Minh Nhật Hoàng,5," kết nối 5G siêu tốc độ, mong chờ sóng 5g phủ sóng nhanh"
Dũng,3,"Mới mua làm quà sn cho vợ con màu xanh lá, Bả khen mấy hôm nay :D"
Văn kim,5,"máy có cấu hình ổn, dùng pin được lâu, thủ tục trả góp nhanh gọn và linh hoạt"
Phạm tâm an,5,"máy dung lượng lớn, lưu trữ được nhiều, không lag, giật máy, sản phẩm đẹp"
Hùng anh,5,"Mỏng nhẹ, sang trọng , giá cả chờ mua khuyến mại nhiều"
Phan Thành,5,"Mua trả góp lãi suất 0% rất tiết kiệm, thủ tục nhanh, máy dùng mượt, dung lượng máy cũng lớn lưu trữ được nhiều"
nguyễn thị khanh,5,"trả góp không lãi suất, thủ tục nhanh gọn và linh hoạt, sản phẩm đẹp"
 Nguyễn Thị Hường ,5,"mỏng nhẹ hàng đầu, pin rất tốt"
anh bích,5,"Máy đẹp sắc nét, nhân viên tư vấn nhiệt tình, trách nhiệm"
Nguyen Van Thanh,5,"máy mỏng nhẹ, màn hình nét, pin khỏe"
Trần Hải Quân,4,Máy cho trải nghiệm khá tuyệt. chơi game mượt mà. Thiết kế lạ mắt. Dùng lâu hơi nóng máy nếu bật mạng di động
Phạm Thị Kim Liên,5,"Kiểu dáng siêu mỏng cùng chất liệu kính và kim loại cao cấp, kết hợp với những đường nét bo cong tinh tế tạo nên một chiếc điện thoại đẹp thanh tú,"
Nguyễn Đỗ Yến Nhi,5,"thiết kế hiện đại, máy mỏng nhẹ, màn hình siêu nét"
Dinh Hung,5,"Kiểu dáng hiện đại, mỏng, nhẹ!"
Tuấn Trường ,5,Sản phẩm giá cả phù hợp quá tốt so với mong muốn của mình. 
Bảo Thành,5,"thiết kế đẹp mắt, màn hình sắc nét, giao hàng nhanh"
đặng thu trang,4,"pin 4350 tạm ổn
cam trước đẹp, cam sau sáng sắc nét"
Thanh Lam,5,"Thiết kế đẹp, cảm ứng mượt mà và pin khỏe"
Mai Quỳnh Nga,5,"Kiểu dáng siêu mỏng cùng chất liệu kính và kim loại cao cấp, kết hợp với những đường nét bo cong tinh tế tạo nên một chiếc điện thoại đẹp thanh tú"
Quyên,5,"thiết kế đẹp mắt, màn hình rộng, siêu nét, chụp ảnh chất lượng"
LÊ HOÀNG,5,"Máy đẹp, pin khỏe, thao tác mượt mà"
Thu Huyền,5,"Máy thiết kế đẹp, mỏng và chụp ảnh đẹp, pin sạc nhanh"
ĐẶNG KHOA,5,"Các chức năng dùng đều ok, máy có chức năng sạc nhanh tiết kiệm thời gian"
đỗ thị hà,5,"pin bền, máy mỏng nhẹ, cam chụp đẹp "
Nguyễn Thúy,5,"Thiết kế đẹp, mỏng, nhẹ và máy dùng mượt"
tuệ minh,5,"pin khỏe hàng chính hãng có bảo hành, giao hàng nhanh chóng"
TRẦN HUYỀN THẢO VI,5,"Rất hài lòng với cách phục vụ của shop, máy dùng rất thích, chụp ảnh đẹp, quay video nét"
Đông Anh ,5,"máy thiết kế đẹp, màu sắc dễ sử dụng mà lại rất sang trọng"
Hà Hải Hà,5,Thiết kế đẹp và cảm ứng dùng khá mượt
 Đinh Võ Như Thoa,5,"gọn gàng dễ dàng cầm nắm, mặt lưng nhám rất thích"
NGUYỄN THỊ TUYẾT SƯƠNG,5,"Thiết kế đơn giản nhưng tinh tế, màn hình lớn, tốc độ xử lý dữ liệu nhanh, cảm ứng nhạy"
Nguyễn Quang Vũ,5,Máy thiết kế kiểu dáng hot trend giống Iphone.Mỏng đẹp . Cấu hình so với mức giá quá tốt. đang có giảm giá nữa. Nhân viên nhiệt tình
 Trần Văn Danh,5,"Máy dùng khá ok,shop giao hàng đóng gói rất cẩn thận nên k lo bị trầy xước hay vỡ điện thoại"
châu anh,5,"máy đẹp, dùng mượt pin khá bền "
Chị Thục Nghi,5,"kết nối 5G siêu nhanh, dùng lâu ko bị nóng máy"
châu anh,5,sản phẩm chất lượng rất ok giá cả hợp lý hỗ trợ trả góp nhanh chóng tư vấn nhiệt tình
 Nguyễn lê quốc vũ,5,"đáng mua, ngon nhất trong tầm giá"
hạnh lan ,5,"sản phẩm chính hãng, dùng rất ok, đáng đồng tiền "
 A quốc văn,5,"sản phẩm chính hãng, giá tốt nên mua "
 Trần Minh Cảnh,5,"Sản phẩm chất lượng nhé, giá cả hợp lý, giao hàng hơi lâu 1 xíu. Hàng về may mắn là bị trầy 1 chút xíu ở hộp, nói chung không ảnh hưởng, hàng mới nguyên. Có góp ý nhỏ là dù đã nhắn shop để ý phần bọc hàng rồi ý nhưng lúc bỏ ra nó thấy nó có phần hơi sơ sài. Nhưng tóm lại ưng ý ạ. Đáng mua ạ
"
 Tuấn Anh,5,"mình thích ở shop là bảo hành tốt, shop tư vấn nhiệt tình, có gì thắc mắc là mình được giải đáp ngay, cho shop 5 sao
"
Ðức Dũng,5,"máy dùng khá ổn, shop giao hàng nhanh và nhân viên dễ thương, sẽ ủng hộ thêm"
 Le duc khang,5,"Điểm cộng thứ nhất với mình sản phẩm thiết kế đẹp, chất lượng sản phẩm tốt, đáng tiền
"
Lê Minh Phong,5,"Shop giao hàng nhanh, sản phẩm quá tốt trong tầm giá, máy tốt, tốc độ nhanh, pin với mình là đủ dùng "
 TRƯƠNG ĐÌNH CÔNG,5,"Đã mua và rất hài lòng, mua ở FPT lại yên tâm nữa
"
 Anh Tá,5,"giá hợp lý. chất lượng sản phẩm tốt. giao hàng hơi lâu. cảm ơn FPTShop đã có chương trình tốt.
"
Tú,5,Rất tốt. Tôi sẽ giới thiệu sản phẩm này cho bạn bè người thân mua hàng tại Shop
Hoàng Lâm,5,"Giá quá tốt, khuyến mại thì hấp dẫn"
Cường Thông,5,"Máy xài cỡ 3 tuần cảm thấy rất ổn,ngoại hình càng dùng càng mê phải nói là quá đẹp,mỏng nhẹ,chơi game cũng khá ngon lành"
 LÊ KIM QUYẾN,5,"Hàng đẹp, chất lượng, màu rất sang xịn, không lỗi lầm gì, mua được giảm giá nữa, thích lắm"
Chị Mai,5,"Rất hài lòng về sản phẩm, không ngờ hãng lại có sản phẩm ngon mà giá ok như vậy
"
Thế Anh,5,"Mua máy 2 tháng, cảm nhận máy dùng ổn định, tốc độ nhanh, đáp ứng tốt nhu cầu về công việc và giải trí"
 Lê phan công hồng vũ,5,"1 từ thôi. Ngon trong tầm giá. Đáng để mua, shop tư vấn nhiệt tình nhân viên dễ thương
"
Thanh Phong,4,"Sản phẩm tốt, khuyến mãi xịn, nhân viên còn nhiệt tình nữa. Nhất định mình sẽ còn quay lại FPT."
Ngọc Lễ,5,"Sản phẩm đẹp mê, hiệu năng ổn, chơi game chụp ảnh đều tốt, nhân viên shop thân thiện, tư vấn nhiệt tình"
Trần Thế Điệp,5,"sản phẩm tốt, chạy mượt"
Minh Đức,4,"Vừa mua máy đc 2 ngày, canh shop giảm giá là tậu về ngay. Trải nghiệm cảm thấy máy ổn, màn hình đẹp, pin đủ dùng và máy đáp ứng được nhu cầu của mình"
Mỹ Anh,5,"Mua được em này đúng dịp giảm giá và nhiều khuyến mãi, thích ghê."
 Trần Thị Tươi,5,"Qua 1 tuần trải nghiệm thấy cũng rất okey, mình rất hài lòng shop còn tư vấn nhiệt tình nữa
"
 a Tịnh,5,"Nhìn chung cũng ổn, chưa đánh giá được chất lượng nước vì mới dùng 1 ngày....
"
Thu Hà,4,Máy của mình gửi bảo hành hơi lâu 1 chút nhưng được cái sau khi bảo hành về thì lỗi đã được khắc phục.
Nhân,5,FPT Shop bảo hành sản phẩm chu đáo nên mình ưng lắm ạ.
Bảo Khang,5,"Máy đẹp, tốt, hiệu năng mượt mà, hài lòng với sản phẩm"
 ANH HUY,5,"Cảm ơn nhiều mình nhận hàng thấy bất ngờ vì máy rất đẹp,nhanh và nhiều ưu đãi.mình mua còn ko cần đến xem hàng nữa mà được chuyển tận nhà.lúc đầu đọc bình luận trước thấy lo lắng nhưng khi nhận thì tuyệt vời, đáng mua nhé các bạn
"
 Hoàng Thị Hà ,5,"Mình mua máy được 1 tuần rồi, chưa khám phá hết nhưng nói chung giá vầy là ổn. Mình sẽ trải nghiệm và đánh giá thêm sau
"
 EM NHẬT,5,"Rất nhiều khuyến mại khủng khi mua hàng và được kèm hỗ trợ trả góp 0% , chất lượng hàng hóa thì luôn yên tâm khi mua tại FPT
"
Thu Phương,5,Trời mưa mà shop vẫn giao hàng nhiệt tình lắm luôn.
Sang,5,Giao hàng tại nhà cũng được nhân viên hướng dẫn nhiệt tình là ưng lắm nha.
Đỗ Phú Trọng,5,"Hiệu năng quá tốt trong tầm giá, không có gì để chê"
Trần Quốc Quy,5,"Sản phẩm được hỗ trợ trả góp nhanh, thủ tục đơn giản"
Mai Anh,5,Mình luôn yên tâm về chất lượng sản phẩm tại FPT Shop.
Thanh,5,Mình được nhân viên hỗ trợ kiểm tra và kích hoạt bảo hành sản phẩm ngay tại shop nên mình hoàn toàn yên tâm về chất lượng sản phẩm này.
tám,5,"Thời gian bảo hành lâu, cảm thấy yên tâm mua hàng chuẩn chính hãng"
việt cung,5,an tâm hơn khi sử dụng máy TQ nhưng hàng chính hãng ở việt nam do FPT bán ra
Nguyễn Thị Lan Anh,5,hài lòng về dịch vụ và sp
Nguyễn Đức Bình,5,Chất lượng sản phẩm và dịch vụ tốt
 HẠ NGỌC MINH,5,"Máy tuyệt quá, cảm ứng siêu nhanh, màn hình sắc nét"
 DUONG THI HOAI PHUONG,5,"Sản phẩm dùng ok, xài mượt, chơi game lâu có cảm giác hơi nóng"
 a Tường,5,"giảm cận 2 triệu và đc trả góp, nên mua"
 A Hào ,5,"Hồ sơ thủ tục trả góp nhanh, shop cài đặt nhiệt tình đầy đủ, phục vụ tận tâm"
 đào tiến tích,5,"Cầm cái thẻ ngân hàng cấp ra quẹt cái là nhận máy rồi nhân viên hỗ trợ chuyển đổi sang trả góp, tính ra mỗi tháng đóng có 1 chút, khá là hợp lý"
 Nguyễn văn chiến  TRẦN HOÀNG VŨ,5,"Rất nhiều khuyến mại khủng khi mua hàng và được kèm hỗ trợ trả góp 0% , chất lượng hàng hóa thì luôn yên tâm khi mua tại FPT"
 Nguyễn Thế Mạnh,5,"Sản phẩm đã dùng và được đánh giá ok, thêm nhiều tính năng mới thấy hữu ích"
 Phạm Văn Hải,5,"Sản phẩm dùng ok , chất lượng tốt , bảo hành chính hãng nên rất yên tâm sử dụng khi mua hàng của FPT Shop. 
"
Linh,5,FPT Shop bảo hành sản phẩm chu đáo nên mình ưng lắm ạ.
Sinh,5,"Mua được em này đúng dịp giảm giá và nhiều khuyến mãi, thích ghê."
NGUYỄN KHƯƠNG DUY,5,"Mặt lưng kính mờ sang trọng, ko bị bám vân tay. màu sắc cũng đa dạng dễ chọn lựa theo sở thích và phong thủy"
Anh Quân,4,Sản phẩm dùng ok lắm ạ.
Thùy,4,"Chất lượng sản phẩm thì ok, nhưng hôm đó shop hơi đông nên bạn nhân viên tư vấn chưa được chi tiết cho lắm, shop nên xếp thêm nhân sự trong ca nha."
Thảo Thảo,5,"Kết màu xanh quá mà hết hàng á, may còn màu tím tím , chụp hình góc rộng, nét, "
Đặng Khoa,5,"Chip mạnh nhất trong tầm giá chính hãng, mỏng nhẹ, màn đẹp pin chỉ 4250mh nhưng dùng như 5000mh sạc cũng khá là nhanh"
Duy Khương,5,"Xiaomi 11 Lite 5G NE Mua xài được khoảng hơn 1 tuần: điện thoại xài rất mượt, đẹp, mặt lưng nhám rất thích, camera tối giản, thanh lịch, chụp hình đẹp"
Lập,4,Sài ban đầu cũng ok nhưng sau cảm thấy hơi nóng
Tiến,5,"Cấu hình tốt, trọng lượng nhẹ dễ dàng cầm nắm, sạc pin nhanh, giao diện đẹp"
Chi,5,"Mua được em này đúng dịp giảm giá và nhiều khuyến mãi, thích ghê."
Ly,4,Máy của mình gửi bảo hành hơi lâu 1 chút nhưng được cái sau khi bảo hành về thì lỗi đã được khắc phục.
phú,5,Giao hàng tại nhà cũng được nhân viên hướng dẫn nhiệt tình là ưng lắm nha.
tuấn,5,Sản phẩm của FPT thì yên tâm về chất lượng rồi.
Trần,5,"Ok được,êm..."
Nguyễn Phương Nam,4,"Mình cảm thấy tác vụ ổn, mượt, chơi game ổn, mỏng nhẹ, chụp hình đẹp, nhìn sang. Tuy nhiên, mình thấy pin xuống nhanh, dù đã bật chế độ tiết kiệm pin, để màn hình 60Hz, tắt các ứng dụng chạy ngầm, không đa nhiệm, bật wifi tùy lúc sử dụng thôi rồi lại tắt. Mới mua được 4 ngày nhưng cảm thấy pin có vấn đề."
Minh,5,"Điện thoại xài mượt, pin chưa trâu lắm nhưng chơi game khá ổn."
Hương,5,"Đã sử dụng 1 tuần, máy tốt hơn mong đợi trong tầm giá. Chỉ có thông báo của mess và FB thì sẽ bị chậm hoặc vào app mới đc thông báo, mang ra shop thì đc fix lỗi free"
Nguyen Vuong,5,"Máy dùng mượt, pin dùng lâu, cảm giác cầm nắm tốt. Camera ổn, đa dụng trong tầm giá, màn hình AMOLED hiển thị trung thực, có hỗ trợ Dolby Vision. Sóng sánh, kết nối tốt. Loa mở sẽ rung cảm nhận rõ ở mặt sau. Hoàn toàn hài lòng với mức giá tiền bỏ ra so với chất lượng sản phẩm mang lại."
 Phúc Nguyễn,5,Sáng đặt buổi trưa đã nhận được. Máy rất đẹp nha
Sơn Tùng,5,trải nghiệm chụp ảnh ấn tượng cùng thế hệ camera chân dung đỉnh cao
Tâm Như,5,"Rất tốt, chụp ảnh đẹp. Cấu hình mạnh Nói chung là tuyệt vời. Luôn ủng hộ Oppo"
Hà Anh,5,Mình hài lòng với chất lượng của sản phẩm và dịch vụ hỗ trợ của chi nhánh A8 võ văn kiệt
 Tuấn,5,"khá ổn trong tầm giá, máy hiệu năng tốt, camera chụp ảnh đẹp sắc nét"
 TRẦN NGỌC VŨ,5,"tính năng thông minh, chạy các ứng dụng trong rất nhanh"
 Hà Quang Minh,5,công nghệ làm đẹp AI của OPPO cũng là trợ lý đắc lực để cảm biến trở nên hoàn hảo.
Anh Hưng,5,"Dùng được 1 thời gian trải nghiệm thấy khá ổn định, mượt"
 CAI THANH TU,5,Hỗ trợ các gói trả góp hợp lý lưu động
Thúy Hồng,5,"Bộ 3 camera chuyên nghiệp, chụp ảnh siêu đẹp"
Lê Mỹ Huyền,5,"Điện thoại chụp ảnh đẹp, hình ảnh sắc nét chân thực"
Nguyễn Thị Hảo,5,"Máy đẹp, chụp hình đẹp, quan trọng máy rất mượt, mình mua trả góp "
Quang Hà,5,Mới mua đc vài ngày thấy cũng ổn máy đẹp pin ok
Tấn Đức,5,camera chụp ảnh không thua kém máy chuyên nghiệp luôn nha :D
Duy Khoa,5,"Thiết kế cao cấp, chụp ảnh ảo diệu, âm thanh sống động, công nghệ sạc nhanh
"
 TRAN THI THANH  TIEN ,5,"Sản phẩm đẹp cực kì, hoàn thiện tốt cảm giác cầm nắm rất sướng tay"
 NGUYỄN THỊ TƯƠI,5,"Máy thiết kế hoàn thiện cực tốt, camera màn hình đẹp. Có phần chơi game sẽ khá nhanh nóng"
Đặng Đình Hiệu,5,"Điện thoại có màn hình cảm ứng mượt, hiển thị hình ảnh sắc nét"
Nguyễn Huyền ,5,Điện thoại có bộ camera chụp ảnh siêu đẹp
Trần Thị Mỵ,5,"thiết kế ấn tượng, màn hình cực nét, tốc độ máy nhanh, kết nối linh hoạt"
 Nhung,5,"Giá khá tốt trong tầm giá, hiệu năng chụp ảnh tốt có phần Pin hơi yếu. Giao hàng nhanh. Hôm qua mình vừa đặt hôm nay hàng đã về tay. Đã mua lần 2 của Shop rất ưng ý.
"
Nguyễn Lan Trinh,5,Điện thoại có pin khủng và sạc siêu nhanh
Vũ Tuyết,5,"máy siêu chất lượng, màu sắc trang nhã, camera hiện đại"
Vũ Hồng Ánh,5,"Bộ 3 camera chụp ảnh siêu đỉnh, thời lượng pin lâu"
Hoa Mai,5,"Âm thanh hoàn hảo, sạc pin lại nhanh, máy bảo hành 12 tháng có hoá đơn đầy đủ"
Chị Hương,5,"Bảo hành dài hạn, âm thanh sống động, camera chụp ảnh đa năng, máy rất nhạy, mua trả góp thủ tục rất nhanh"
Minh Hồng,5,"Màn hình sáng,loa to,pin khỏe,mượt,2 bạn nhân viên nhiệt tình,sóng khỏe.Dùng đc 2 ngày thấy ưng cái bụng"
Nguyễn Hòa,5,"Sản phẩm tốt. Chị hài lòng về sản phẩm. Các em Lv chu đáo, tận tâm với khách hàng"
Đức Thọ,5,"Ban đầu thấy ổn, Phải qua một thời gian nhất định mới đánh giá hết được."
Nguyễn Trung,5,Nhân viên bán hàng & giao hàng nhiệt huyết. Tư vấn tốt. Vui vẻ. Hoạt bát. Niềm nở. Ân cần. Chu đáo
Hậu Trần,5,"mình cực ấn tượng về camera, chụp không thua máy cao cấp luôn"
