name,rating,review
Hương Ly,5, nói chung rất đáng để mua
Duy,5,máy đẹp chơi game cũng được pin thì trâu sẽ giới thiệu cho gia đình mình nhất ngoại hình thiết kế đẹp mắt rất hợp ý mình mới mua 3 ngày sài thấy tốt
Nguyễn Văn Nhã,4,mình xài được 4 ngày rồi máy vẫn tốt pin trâu màn hình đẹp mọi thứ đều ổn trừ âm thanh 
Hoang Anh,5, 5* cho fptshop và bạn tư vấn
Trần Thị Thảo Ngân,5,"máy mới , mượt , dùng tốt"
Anh Dũng,5,"pin khỏe, màn hình đẹp, cấu hình ổn nhưng nhưng cam xử lý chưa tốt cho lắm"
Hảo Hảo,5,"máy lướt mượt, chất lượng tốt"
Minh Tú,5,"với mức giá khá mềm mà sản phẩm chụp ảnh cũng rất tốt, cá nhân mình thấy hài lòng"
 NGÔ THANH VÂN,5,"các khâu hỗ trợ nhanh chóng và được cài đặt đầy đủ, hàng chính hãng nên hoàn toàn yên tâm chất lượng sản phẩm, cảm ơn fpt "
Trần Nguyễn Phương Trang,4,mong tgdd sớm trả lời mình
Hùng Vương,5,"sản phẩm đẹp,dùng ổn định không trục trặc gì cả"
Trần Châu Giang,5, nói chung là sản phẩm mùa hè mà nóng như này sợ nó nổ quá :)))
Doanh,5,"mẫu mã đẹp, mọi chức năng thấy tốt"
Đức Mạnh,5,in tốt mình chơi game nhiều pin hao ít
Vu Cuong Le,4,mới mua hôm qua xài ták vụ bình thường thì tốt pin xài lâu
Nga,5,"sản phẩm tốt, sẽ giới thiệu cho bạn bè"
 DƯƠNG CHÍ PHÚC,5,"sản phẩm đã dùng và được đánh giá tốt, thêm nhiều tính năng mới thấy hữu ích"
Hà Giang,5,"màn hình 90hz mượt mà, sạc pin nhanh thật sự luôn ý, sạc nhanh nhưng không làm nóng máy, thấy an toàn"
Đức An,5, youtube tầm 4 tiếng liên tục
Lý Hải,5,"dùng được 4 ngày cảm nhận thấy con này khá ngon, chơi game quay phim chụp hình lướt facebook tiktok bao ngon và mượt"
 Hoang,5, sẽ ủng hộ shop tiếp ạ
Viên,5,giá rẻ ngon nhất tầm giá hơn 4tr
 Trịnh Thị Lan,5,mình mua về cho mẹ dùng nên không được trải nghiệm trực tiếp nhiều
Hoàng Thùy Tiên,5,"máy đẹp, nhỏ gọn, chống nước tốt"
Quốc Lầu,4,"cái gì cũng tốt hết mà sau live tik tok nó giật hình quá kinh khủng, đơ đơ khó chịu lắm , mặc dù wifi 4g rất mạnh,live trên điện thoại khác thì bình thường khi sử dụng chung một wifi"
Nguyễn Hoàng Duy Khang,5, màn hình không phải là oled nhưng cũng không tệ như mọi người nói đâu ạ
Hữu Thọ,5,"màn hình infinity-u 6.4 inch cực lớn, 4 camera sau chống rung quang học cho khả năng chụp ảnh xuất sắc và viên pin dung lượng cao 5000mah, tuyệt vời"
Nguyễn Quang Dũng,5,"máy gọn nhẹ, màn hình rộng rãi, cảm biến vân nhạy, tốc độ máy mượt mà"
Nguyễn Đức Hùng,4,nói chung xài được lâu lâu phải khởi động lại máy không là gọi điện tự tắt màn hình
Nguyễn Dũng,5,"máy thiết kế cực kỳ tinh xảo, hệ điều hành cực mượt và đặc biệt chụp hình siêu nét"
Trần Văn thương,5,"thiết kế hiện đại, đa chức năng, đặc biệt bộ camera chụp ảnh siêu đẹp"
Đình Thắng,4,nghe gọi to rõ có điều may phan hồi hơi chậm khi muốn gọi
Huong,5," rất thích, sẽ ủng hộ vivo"
Vũ Duy Tú,5,"pin khỏe, chơi game trên máy này rất đã"
Lương Thị Thơm,4,mình muốn hiển thị thông báo tin nhắn và cuộc gọi nhưng không biết làm thế nào ak
Anh Tuấn,4,"máy dùng mượt, mình thấy camera chụp đẹp mà mọi người"
Đạt,4,sao em gửi ảnh trong messenger không được vay 
lê hà,5,"máy đẹp, dùng tốt và chất lượng, mình mua đúng dịp được ưu đãi lớn, "
Đỗ Đường Quý,5,thấy mọi người chê nhiều quá nên mua luôn và dùng rất mượt
DƯƠNG TUYẾT MAI,5,"trả góp ưu đãi, các gói hợp lý"
Trần Thi Ngọc Anh,5,rất tốt sản phẩm tuyệt vời
Hoàng My,5,"rất tuyệt vời, mình mới mua được 4,5 ngày, máy đẹp, chụp hình đẹp, quan trọng máy rất mượt"
Trần Thiên,5,sản phẩm tốt trong tầm giá 4 triệu còn chất lượng cần trải nghiệm thêm mọi người nên mua để trải nghiệm và sử dụng nhé
Ngọc Long,5,"sản phẩm tốt lắm nha giá thành cũng khá ổn ship cũng nhanh nữa "
Dat,4,"bản nâng cấp so với a12, gorilla glass 5, full hd+, đặc biệt, ai dùng tai nghe thì nên bật chế độ dolby atmos, nghe rất rõ và to y như nghe loa ngoài"
THẢO,5,"sản phẩm rất đẹp, chụp hình đẹp, rẻ"
 BÙI CÔNG NGUYÊN,5,"sản phẩm có thiết kế cực sang trọng, độ hoàn thiện cao rất đẹp mắt"
Nguyễn Long,4, chỉ có 1 điểm trừ nhỏ nhỏ là bắt sóng 4g hơi yếu
Cát Mai,5,hàng rất xịn rất đáng mua 
 PHẠM THỊ THÙY TRANG,5,"thiết kế 3d tinh tế, trải nghiệm cầm nắm dễ chịu và không bị trơn"
Đinh Trúc,5,"máy có giá tiền phù hợp với học sinh sinh viên "
Trúc,5,giao hàng quả là thần tốc
Trường,4, hoi thất vọng về pin không trâu bò như lúc mới ra nữa 
Ngô Văn Đảm,5,"máy hiệu năng mạnh , dùng mượt , pin trâu"
 Lâm Thị Yến Phương,5, fptshop mới đặt hôm qua mà hôm nay đã nhận được luôn ạ
Duy Trần,4, phải khởi động lại máy mới hết
Phượng,5,"mới mua gần nửa tháng, máy dùng cảm thấy tốt! pin sạc nhanh, có cả ốp lưng theo máy nên rất ưng ý với sản phẩm!"
Lê Thành,5,sài được 1 ngày cảm thấy rất tốt 
Khuyên,4,họ nói máy này khách trước mới mua chưa được 1 tháng rồi trả lên đời cao hơn
Nguyễn Văn Khương,5,nhận dạng khuôn mặt + vân tay bao nhạy luôn 
Nguyễn Nhung,5,"với mức chi phí thấp mà sở hữu máy này là khá hợp lý: pin khỏe, có cảm biến vân tay, chụp ảnh sắc nét"
Minh Huy,5," máy mượt lắm, lại chụp hình đẹp"
Đỗ Xuân Quý,5,"chiến liên quân tốt,lướt face và các thứ ngon "
lê Phương,5,bắt sóng wifi thì yếu còn lại mọi thứ đều ổn 
Lo Van On,4,thiết kế tinh xảo nhỏ gọn tiện lợi
Nguyễn Tân,5," đây là chiếc xiaomi thứ 4 mà mình dùng, mình cảm nhận được xiaomi đang không ngừng cải tiến qua từng ngày"
Nguyễn Tấn Phước,5,"nói chung trải nghiệm ngày đầu thì cực kỳ thích, nói chung tầm giá này với cầu hình như thế này là quá tốt rồi"
Tâm,5,"máy chất lượng, hiệu năng mạnh mẽ, kết nối 5g siêu tốc, pin cực tốt"
Đ Điển,5,"sản phẩm thời thượng, nhiều tính năng, rất phù hợp với các bạn trẻ"
Phong Lê,5,mới dùng 1 tuần và thấy máy khá ổn trong tầm giá
Trần Hoàng Gia Bảo,5,"hiện tại mình đang sử dụng em nó, theo mình thì về thiết kế thì rất đẹp(mình đang dùng bản màu xanh) cùng cụm camera rất tốt, về pin thì lúc mới mua thì rất trâu nhưng dần về sau mik cảm giác nó hơi yếu 1 chút, về chip thì mik đã chơi thử genshin, mobile legends, ff, liên quân thì rất mượt(mik đều để mức đồ hoạ cao nhất), nhưng mà về genshin thì lâu lâu hơi giật 1 chút, về màn hình, với tấm nền amoled tần số quét 120hz thì mình không còn chê j nữa, mình chỉ đánh giá tổng quát là v, cảm ơn đã đọc bình luận của mik :3"
Phan Ngọc Long,5,"pin khá tốt so với các dòng iphone khác, các tính năng khác cũng vượt trội hơn"
TOÀN,4,"phù hợp túi tiền, hàng chính hãng"
Trần Minh Hữu,5,"dung lượng máy lớn như này mới đủ dùng với mình, mua iphone ở fpt thì an tâm rồi"
Nguyễn Lan,5, pin tốt mình chơi game nhiều pin hao ít
 NGUYỄN THỊ HÀ,5,"cảm ơn nhiều mình nhận hàng thấy bất ngờ vì máy rất đẹp,nhanh và nhiều ưu đãi"
LONG,5,hiện máy sử dụng mượt mà
Bùi Minh Mẫn,4, tối 6h30p đi làm 100% pin tới sáng 6h30p thì còn 85% pin không bấm không xài gì hết mà vẫn tụt 
Lê Minh Thu,5,giao hàng quả là thần tốc
Loan Thịnh,5,"mua trả góp lãi suất 0% quá hời, máy dùng mượt"
 Lê Thị Thanh Tú,5, đóng gói sản phẩm rất đẹp và chắc chắn
Lê Hồng Nhung,5,"máy rất mỏng và nhẹ, mặc dù pin 4000mah"
Vân Nam,5,pin ổn dùng hỗn hợp đk tầm 6->7 tiếng
 Anh Phương,5,"lúc đầu đọc bình luận trước thấy lo lắng nhưng khi nhận thì tuyệt vời, đáng mua nhé các bạn"
Tuấn Dũng,5,kết nối trực tuyến siêu tốc của mạng di động 5g và hiệu năng ấn tượng 
Như Thành,5,"máy mới, so với tầm giá thì mình thấy rất ưng ý"
Nguyễn Anh Tuấn,5, sẽ giới thiệu người nhà lên mua tiếp a32
Nguyễn Tuấn Toàn,5,"giảm giá mạnh, nhiều ưu đãi, thiết kế gập khá thú vị, màn hình lớn"
Nguyễn Bích,5, mình mua lúc mới ra mắt đến giờ
Bùi Thị Thanh Hòa,5,"thiết kế đơn giản, màn hình nét, chụp ảnh chất lượng"
Phong Lê,5,vn liên tục không hề lag
Ly,4,đã mua được 3 ngày nhưng vẫn chưa biết cách chụp màn hình của máy
 Trần quang thuyên,5,các trình kết nối siêu nhanh và ấn tượng
Quốc Đạt,4,"cấu hình máy ngon trong tầm giá, chiến game mình thấy ổn, game nặng thì hơn lag đấy"
NGUYÊN Manh Hoang,4,chip 680 manh tương đương chip nào vậy mọi người?!
 NGUYỄN THÀNH DŨNG,5,"pin bền, dùng 128gb là vừa tầm, vừa tiền"
Truong Thi My Tran,5,"điện thoại dùng rất tốt, màu sắc đẹp, màn hình mượt mà, hiệu năng mạnh mẽ, giải trí rất tốt"
Việt Điền,5, bạn mình rất thích sản phẩm này
 Lê Thị Ngọc Bích ,5, có góp ý nhỏ là dù đã nhắn shop để ý phần bọc hàng rồi ý nhưng lúc bỏ ra nó thấy nó có phần hơi sơ sài
A Phủ,4,"máy màn hình to, pin lâu, người già dùng rất hợp"
Nguyễn Tùng Lâm,4, nếu ai muốn máy hiện được bong bóng chat thì có thể mua phiên bản vivo y15a ( bản này không dùng android go edition nên hiện được bong bóng chat ) 
Lưu Bằng Vũ,5,"kiểu dáng siêu mỏng nhẹ, tận hưởng màn hình mượt mà, chơi game cực đỉnh, âm thanh sống động"
Nguyễn Tường Vi,5,"máy mỏng nhẹ, cam độc đáo chụp ảnh nét, màn hình lớn, pin khủng"
Ro Hi Ny,5," sử dụng các tác vụ hằng ngày cảm thấy không hề bóng, tối mình sẽ sạc pin đến sáng, vừa sạc vừa call video nhiệt độ có nóng lên nhưng pin khoảng 70% sẽ hết nóng, giờ tình trạng pin vẫn còn 100% nha"
Hoàng Lâm,5,"chụp ảnh đẹp, đặc biệt sạc pin rất nhanh "
 Nguyễn Quỳnh Như,5,"điểm cộng thứ nhất với mình sản phẩm thiết kế đẹp, chất lượng sản phẩm tốt, đáng tiền"
Đỗ Trần Anh Tuấn,5, pin công nhận tốt 3h sáng để 4g zalo facebook 5 ván liên qu n đến 23h vẫn còn 20%
Phan Hạnh Nhân,5,điện thoại có thiết kế đơn giản nhưng các tính năng đều chạy mượt
Nguyễn Hồng Diệp,5,điện thoại giá rẻ còn được fpt hỗ trợ trả góp
 Nguyễn Thành Đông,5,chế độ chân dung xóa phông tự nhiên rõ nét
Hồ Chinh,5,"giá dưới 5tr mọi người nên cân nhắc mua con này, máy rất mượt, pin trâu, thấy hợp với mọi lứa tuổi luôn"
Trần Ngọc,4,"pin khỏe sạc nhanh, nhận diện khuôn mặt tốt ngay cả nơi thiếu sáng"
LONG,5,sản phẩm này phù hợp với thu nhập của mọi người dùng rất là tốt
Phạm Thị Tù Hảo,5, tầm giá này thì 1 con điên thoại như này quá là tốt 
 Đinh Thị Huyền Trang,5,"trải nghiệm độ mượt từ màn hình 90hz , tốc độ quét cũng khá nhanh so với cấu hình"
Võ Thị Thanh Thúy,5,tôi sẽ giới thiệu sản phẩm này cho bạn bè người thân
Nam Hải,5, pin trâu mà sạc nhanh nhé
 NGUYỄN THẾ HUÂN,5,"giá rẻ mà còn hỗ trợ cả sạc nhanh, pin trâu"
Nguyễn Hoàng Giang,5, mình mua máy ở đmx 500 dương bá trạc
PHẠM THANH PHONG,5,khi mình chụp 1 bức ảnh rồi
LINH,4, mong máy sẽ đồng hành thật đâu với mình
Phạm Việt Dũng,5,"màn hình cực lớn và thời lượng pin lên tới 3 ngày, thiết kế bền đẹp"
Hương Giang,5, xài rất tốt trong tầm giá
Nguyễn Tín,4, kết nối wifi sẽ đỡ hao pin hơn dùng 4g ạ
hương,5,"chụp ảnh , xem phim rất tuyệt vời, giá cả hợp lý, mình rất ưng khi mua ở shop"
Trung,4," không có đèn báo trạng thái: sạc pin, gọi nhỡ, tin nhắn đến,"
Bùi Văn Giang,5,sân phẩm của hãng bên công ty mình rất tốt
Mỹ Dung,5, mình hài lòng với sản phẩm này
Vũ Thị Ngọc Mai,5,"trải nghiệm giải trí tuyệt đỉnh trên màn hình 120hz, tốc độ quét mượt mà"
Lê Thị Hướng,5, camera chụp 108mp chụp cũng không hơn 48mp là bao
Vũ Manh Dung,5,fpt nên không có gì bàn cãi
Tran Phuoc Loc,5,"máy tốt, pin trâu dùng bình thường tầm 2-3 ngày mới hết pin sạc nhanh, khi sử dụng máy không nóng"
Trần Phú Thành,5,sau 1 tháng sử dụng thì mình cảm thấy máy ổn trong tầm giá
HÙng Lâm,5,"điện thoại rẻ, muợt, dùng cả ngày mới hết pin"
Hậu,5,"chất lượng khá tốt trong tầm giá , pin xài cả ngày mà vẫn chưa hết , chụp hình quá đẹp chi tiết sáng rõ ngay cả chụp tối"
Chị Hà,4,mới dùng được hơn 1 tuần 1
Phan Văn Chiến,5,"pin tuyệt vời không có gì để phàn nàn,wifi 4g cũng ổn"
Đoan Bính ,5,"máy giá hợp lý, dễ sử dụng, máy dùng rất tốt"
Huỳnh Ngọc Mai,5,điện thoại đẹp xài rất êm rất tốt
KH I,5,"dùng tốt ,ổn với giá tiền"
Thuý Ngân,5,"máy đẹp, còn 12 cũ có 128gb không đủ dùng, đợt này mình lên bản 256gb xem sao "
123 Ngoc,5,qua tuyet voi luon may luot da lam
Trần Quốc Nhật Khoa,5,mua máy ở 590 tôn đức thắng đà nẵng rất hài lòng
Thanh,4, nhất định mình sẽ còn quay lại fpt
Minh Việt,5,"máy rất mượt, camera mình thấy chụp đẹp, máy thiết kế rất đẹp, mình rất hài lòng về em này"
Kim Sở Ngọc,5, nhìn nhận chung mọi thứ đều tốt và rất thích dùng iphone
Kiều Tiên,5,"máy có loa ngoài rất to, có tích hợp đèn pin tiện lợi, sim sóng ổn định"
Mai Hiền,5,"ms mua cho mẹ dùng thấy mẹ khen dễ sử dụng, nghe gọi rõ, bàn phím dùng dễ đèn pin sang"
Trương Văn Ngọc,5,"máy ổn trong tầm giá, đã dùng được 2 tuần chưa có gì phải chê được cả, xứng đáng với giá tiền"
Thảo Lê,5,"kiểu dáng mỏng, đẹp, cấu hình khá ổn, giá cả hợp lý"
Vĩ Đức Tâm,5,mua được 6 ngày thì bị trộm vào nhà lấy mất hơi buồn
Phạm Nhật Thiên,4," nếu máy bạn để qua đêm mất 10-20% thì hãy thử bật chế độ siêu tiết kiệm pin + chế độ máy bay thử xem, mình đã tận dụng và mất 0%"
 Trần Thị Thanh Hà,5,dịch vụ trả góp nhanh và ưu đãi rất tốt
Tuấn Anh,5,"máy giá tốt, cấu hình mạnh, camera chụp ảnh sắc nét, rất phù hợp với người dùng "
Khánh Phạm,4,nói chung lướt cũng được với giá mình mua là gần 5tr
Minh Hằng,5,"dùng được 3 ngày cảm thấy ổn, được cái cấu hình tốt so với giá"
Nguyễn Văn Tuấn,5," mới có 4 ngày mà hàng trăm cuộc gọi đề nghị vay tiền, cực kỳ phiền hà và làm mình stress"
Hoàng Thị Học,5,sản phẩm đẹp sang trọng tôi rất thích
Huỳnh Văn Sang,4, mong được nhan tin tu tgdd ạ
TRƯƠNG,5,"nói chung hoàn hảo , trừ 1 số lỗi vặt , lúc sạc đầy 100% thì phím âm lượng tự động tăng lên tối đa , loa thoại hơi nhỏ xíu , pin tương đối ổn thôi , bật 120hz nhưng không chơi game , lướt tác vụ nhẹ thì trị được 4 tiếng"
Trương Quốc An,4, nói chung là máy khá mượt nhưng các tính năng không được ổn định làm tuột mất cảm giác mượt của điện thoại
 Nguyễn HT,5,"đa dạng liên kết với nhiều ngân hàng lớn hỗ trợ khách mua trả góp lãi suất 0% qua thẻ, và nhiều bên tài chính uy tín, thủ tục nhanh "
Hoàng Dũng,5,camera ổn chơi game không bị nóng máy mỏng nhẹ
Trần Tuấn,5, nói chung là trung bình khá thì được
Dieu Hong Bich,4, đó là tất tần tật những trải nghiệm của mình về con xiaomi 11t này
Ngọc Thư,5,"loa thoại lớn, bàn phím to dễ bấm, đèn pin sáng"
Nguyen Duy,5, phân khúc giá như vậy gọi là tạm tạm
Thanh,5," còn những chức năng khác mình thấy dùng rất tốt, bắt wifi mạnh, pin trâu, sạc nhanh"
LÊ HƯƠNG GIANG,5," do bản thân không chơi game nên cũng không có cài game, các phần mềm không dùng cũng gỡ hết, các ứng dụng sau khi dùng cũng tắt chạy nền nên oppo a55 chạy khá nhanh và pin tiết kiệm khi để qua đêm chỉ mất từ 1-2% không nhiều"
Kim Ngân,5," máy xài khá tốt , chụp hình ổn, pin khá trâu , thiết kế đẹp"
Hoài Lâm,5,"máy có giá rẻ, mở khóa vân tay nhanh, màn hình to, hiển thị tốt"
Tiến Đạt,5,sử dụng cổng usb type c và có tính năng dự báo thời tiết độc quyền từ masstel
Nguyễn Hữu Phúc,4,mình sang 60hz và màn hình tối nhất có thể mà 1% bay màu trong 4 phút
Trong Bien Nguyen,5,mình mua cái redmi 11 pro 5g mà sao đèn flash mình mở lúc lên lúc không ạ
Nguyễn Ngọc Ánh,5,có camera đẹp gọi video nét thích nhất là cái mặt sau nhìn màu là ưng luôn
Hiệp,5,hàng dùng rất tốt chơi liên quân ff được nhưng có những lúc vẫn còn hơi giật nhưng với gái này thế là ổn
Hoàng Phi,5,"sử dụng rất là tốt, rất mượn và sạc pin rất nhanh mình thích thiết kế của nó vì nhìn rất bắt mắt rất đáng để mua nha mọi người"
Nam,5,"thiết kế độc đáo, màn hình nét, chụp ảnh chất lượng"
Minh Hùng,5,từ lúc mua đến bây giờ gần 2 tháng chưa xuất hiện lỗi nào rất ngon trong tầm giá chỉ có lỗi messenger bong bóng chat hình vuông mà do android 11 không phải do nsx có thể thông cảm được
Thế Huy,5,tuyệt vời hình ảnh sắc nét vào mạng nhanh gon nghe gọi tốt
 Văn quốc Di,5,từ bé đến giờ mới mua tặng bố món quà giá trị vậy
 Đoàn Phước Tuấn,5,"chip snapdragon 888+ mạnh mẽ , siêu đỉnh"
yên,5,"thiết kế rất ấn tượng, cảm ứng mượt, chụp ảnh siêu nét, rất hài lòng khi mua hàng bên fpt"
Vũ Minh Thư,5,"chụp hình đẹp, sạc siêu nhanh, pin dùng lâu"
Ngọc,5, mọi người xài nên tắt ứng dụng chạy ngầm để không tuột pin
Nguyễn Minh Ngọc,4,mua được 2 ngày dùng rất tốt nhưng lưu trữ hơi ít 
Trang Trang,5,"giá vừa túi tiền, mọi chức năng tốt hết, máy chụp ảnh thấy cũng đẹp"
 Nguyễn Trang Nhung,5,camera 48mp cho chất ảnh sắc nét nhưng không kém phần chân thật
MAI,4,mỗi thứ đều tốt nhưng pin yếu không đủ xài trong 1 ngày huhu
Nguyễn Như,4,điện thoại đẹp và tốt lắm ạ
 TRỌNG TIỀN,5,"chưa thấy năm nào mà có giá tốt như này, cực đã"
Phan Duy,4, mua cho gia đình dùng được một tháng không thấy ai nói gì
Toàn,5,"cảm biến vân tay khá thú vị, phân khúc dưới 3 triệu cấu hình xài ổn lắm"
Lê Công Tuấn Tú,5,"máy ổn trong tầm giá, đã dùng được 2 tuần chưa có gì phải chê được cả, xứng đáng với giá tiền"
Trịnh Đình Cửu,5,"máy chụp ảnh sắc nét, pin sử dụng bền, mình rất ưng ý "
Nguyễn Xuân Khanh,4,hơn nhau mỗi cách tư vấn thôi
Long,5,"màn hình đẹp, đủ sáng đẹp, tốc độ xử lý tốt, chưa thấy lag với những tác vụ hàng ngày"
Phạm Thị Kim Oanh,5,sản phẩm sử dụng rất tốt có rất nhiều tính năng hay và còn được tặng ốp lưng và miếng dán chống xước nữa rất đáng để mua
Tôn Thị Bé Thảo,5,"về chơi game thì máy tự tin cân được các game như free fire max đồ họa cao, liên quân thì ở mức trung bình, pubg thì fps duy trì rất tốt ở mức 25fps, có thể kích lên 60fps"
Vũ Thái,5,"màn hình đẹp, máy mạnh, chơi game mượt mà, chụp ảnh căng đét"
 Lương Hữu Thái Bình,5,"hệ thống camera vượt trội, có cải tiến chụp đêm, thu sáng tốt, ncl ""sống ảo"" quá ấn tượng"
Phạm Văn Tung,5,"máy bền đẹp, camera độc đáo, trải nghiệm màn hình cực đã cùng với hiệu năng ấn tượng"
 HUỲNH THỊ THANH LÊ,5," hàng về may mắn là bị trầy 1 chút xíu ở hộp, nói chung không ảnh hưởng, hàng mới nguyên"
Phan Thị Duyên,4,"mới mua máy 2 ngày trải nghiệm rất hài lòng, nhưng 1 vấn đề là máy hơi nóng"
Mi,5,hôm nay giới nghiêm không thể ra đường v làm sao em có thể hoàn thành thủ tục trả góp ạ??
Aang,5, mà mình chưa được nhìn mấy màu khác nên chắc cũng xinh không kém
Hải Linh,5,chủ yếu là xem video! máy mình không dùng để chơi game nên cuối ngày còn >30% pin!
Tú,5,cam oke dụng lượng tốt nói trung tầm giá này là rất quá oke cảm ơn tgdd
Mỹ Linh,5, chip khỏe cực kỳ ổn định và cam đẹp
Lê Trung Hiệp,5,mong răng sẽ ra nhieu san phâm tôt hơn
 Phạm Văn Cường,5,giá thành rẻ mà máy ngon như này quá tốt luôn
Nguyễn Văn Thanh,4, ưu điểm thì pin tốt 7h sáng đến 20h tối còn 10p
Hoài An,5,"sau 1 tháng chơi game mạng nhảy liên tục ,thử các wifi khác cũng như vậy ,tư vấn giúp em"
 Dương Mạnh Tiến,5,"thủ tục mua hàng nhanh, đơn giản"
Lê Trung Hiếu,4,dùng được mấy bữa mà thấy tốt pin trâu máy khoẻ
đỗ vân ,5,"cam đẹp, nhất là chụp góc rộng"
 Nguyễn Tuyết Anh,5," đáp ứng được các nhu cầu cơ bản xem phim chơi game vẫn tốt"
Nguyễn Anh Tuấn,5, cảm giác rất phấn khích vì con máy đẹp tuyệt
Tùng,5," dùng rất thích, các bạn nên mua nhé"
Nguyễn Văn Hưng,5,tgdd và dmx ở hồ xá-vĩnh linh-quảng trị còn máy không ạ
Hoang Vinh,5,hàng tốt chất lượng tốt pin trâu hợp thời trang
Văn Đoàn,5,pin trâu vân tay nhạy máy ảnh thì tạm được loa kép to đã bass tép đều hay
Hoang Xuân Thanh,5,sản phẩm rất tốt tôi rất hài lòng
Hoài Hồ,4,trông cmr xịn v chứ chụp ảnh cũng bình thường
 LÊ THỊ NGỌC,5,"âm lượng loa to, rõ ràng"
 NGUYỄN THỊ NGỌC HƯƠNG,5,"kết nối siêu tốc, nâng tầm trải nghiệm dịch vụ"
Dương Chí Thắng,5, noi chung sản phẩm tốt ngon bổ rẻ nên mua
KHA,4,máy khá mượt trong tầm giá
PHAN NHANH,4, ae nào muốn cài theme các kiểu thì không nên mua máy này ( cài không full theme được )
Thảo Linh,5,quá ưng ý từ màn hình cao cấp cho đến hệ thống camera chuyên nghiệp
Trần Công Hậu,5,các bạn nên mua realme 8 pro để có những trải nghiệm không giới hạn tuyệt vời nha like & đăng ký kênh the pixel ủng hộ mình nha
Châu Nhi,4,"tạm thời dùng mấy hôm thấy máy ổn ,sạc nhanh ,pin khỏe ,mà pin hơi yếu, sạc đầy dùng chưa được 8 tiếng nữa :))"
Lê Minh Kha,5,"máy dùng thích lắm, xứng đáng với số tiền bỏ ra"
Ngọc Tuyết,5,siêu video quay đêm giúp lưu lại những khoảnh khắc ấn tượng lúc bình minh hay hoàng hôn
Võ Quốc Quân,5,"máy ngon không thể tả,cảm ứng mượt mà,chụp ảnh chọn 64m thì thôi,không còn gì để bàn,nghe gọi tốt,chỉ có 1 điểm trừ là pin chỉ vừa đủ 1 ngày với nhu cầu xài cơ bản,nhưng bù lại là sạc quá nhanh,về giá thì thấy hơi cao hơn so với samsung cùng cấu hình,tùy cách sử dụng của mỗi người,còn ý kiến này là do mình sử dụng,"
Nguyễn Thị Ngọc Huyền,5," cái khoảng pin này thì trong tuần đầu tiên pin không ổn định lắm, có ngày pin tuột khá nhanh nhưng qua tuần thứ 2 thì ổn định trở lại"
NGUYỄN YẾN NHI,5,"camera góc rộng chụp ảnh rất đẹp, bút cảm ứng dễ sử dụng"
Mr Ngọc,5, màn hình không quá to cũng không quá nhỏ
TÀI,5, với lại điện thoại tự nâng cấp phần mềm không mong muốn
Tuấn Beo ,5,"chất lượng pin bền, màn hình mượt, rất ưng và phù hợp với giá tiền "
Nguyễn Hưng,4, sóng wifi hay 4g đều ổn chứ không đến nỗi rớt
Vân Nam,5,máy có 2 loa chất âm to rõ ràng 
 Quách trang ,5,"rất nhiều khuyến mại khủng khi mua hàng và được kèm hỗ trợ trả góp 0% , chất lượng hàng hóa thì luôn yên tâm khi mua tại fpt"
Hương,4,"khi mà sử dụng google, sạc pin với chơi game máy có hiện tượng nóng lên là có bị làm sao không ạ"
Ngan,4, nhưng pin chỉ còn 98% không được 100 mặc dù pin 20% là tôi sạc và trong lúc sạc tôi cũng không dùng
Trương Tâm Anh,5,"giá rẻ mà lại được trả góp nữa, thủ tục nhanh chóng"
Nguyễn Thị Nguyệt Ánh,5,"camera sắc nét, màn hình lớn, thiết kế đẹp mắt"
Hải Trần,5,"loa ngoài của máy rất to, điện thoại để dưới nhà đổ chuông mà trên lầu nghe rõ luôn"
Bùi Trung Kiên,4,mình mua hôm 15/02/2022 dùng cho đến nay cũng gần 1 tháng rồi nên mình muốn viết cảm nhận ý kiến của mình cho các bạn tham khảo
 Nguyễn  Ngọc  Tài,5,"hài lòng về dòng nắp gập thế hệ mới, trải nghiệm rất tuyệt"
Trần Hoàng Tôn,5,"điện thoại cảm ứng mượt, kết nối nhanh, không lag"
vũ duy hải,5,"chất lượng hình ảnh samsung chưa làm người dùng thất vọng, các dòng máy nhiều phân khúc giá rất phù hợp với người dùng , dễ dàng chọn lựa"
 NGUYỄN DUY HẠNH NHƠN,5, nếu có thêm tai nghe thì sẽ đỡ thêm 1 khoán 240k hơn
Đào Văn Tý,5,mình đánh giá nhanh gọn camera ổn chứ không quá xuất xắc
Trương Quốc Trí,5,điện thoại rất dễ sử dụng phù hợp với người lớn tuổi
Huỳnh Ngọc Quốc Anh,5, camera chụp rõ nét nhưng màn không đáp ứng được nên nhìn hơi chán
Đinh Tri,5,"chất lượng máy đỉnh của chóp, dùng thích lắm"
Hoàng Thánh,4,"máy khá tốt, pin trâu chơi game cxg tốt nhưng có đều còn hơi bị delay "
Nguyễn Thị Linh,5,"máy sử dụng mượt, thiết kế đẹp, sạc pin nhanh, cầm lên tay sang như ip12, tốt nha"
Thái Bảo,5,"mình dùng cảm nhận máy tốt, tầm giá này của ss mà có 5g thì quá ngon rồi"
Nguyễn Vân Nhi,5,"thời lượng pin siêu dài, sạc siêu nhanh và camera chuyên nghiệp"
Chí Đạt,5,"giá tốt, còn điện thoại thì cầm nhẹ, hy vọng bền và ổn định"
